Angle (deg),Energy (eV),Differential cross section (m2/sr)
12.0,2.449,9.5579e-22
13.0,2.449,9.5063e-22
14.0,2.449,9.6576e-22
15.0,2.449,1.0024e-21
16.0,2.449,1.0608e-21
17.0,2.449,1.1403e-21
18.0,2.449,1.2397e-21
19.0,2.449,1.3569e-21
20.0,2.449,1.4892e-21
21.0,2.449,1.6339e-21
22.0,2.449,1.7881e-21
23.0,2.449,1.949e-21
24.0,2.449,2.1142e-21
25.0,2.449,2.2818e-21
26.0,2.449,2.4501e-21
27.0,2.449,2.6185e-21
28.0,2.449,2.7864e-21
29.0,2.449,2.9541e-21
30.0,2.449,3.1219e-21
31.0,2.449,3.2906e-21
32.0,2.449,3.4611e-21
33.0,2.449,3.6342e-21
34.0,2.449,3.8107e-21
35.0,2.449,3.991e-21
36.0,2.449,4.1753e-21
37.0,2.449,4.3635e-21
38.0,2.449,4.555e-21
39.0,2.449,4.749e-21
40.0,2.449,4.9442e-21
41.0,2.449,5.1391e-21
42.0,2.449,5.332e-21
43.0,2.449,5.521e-21
44.0,2.449,5.7045e-21
45.0,2.449,5.8808e-21
46.0,2.449,6.0484e-21
47.0,2.449,6.2062e-21
48.0,2.449,6.3534e-21
49.0,2.449,6.4896e-21
50.0,2.449,6.6147e-21
51.0,2.449,6.7289e-21
52.0,2.449,6.8327e-21
53.0,2.449,6.9269e-21
54.0,2.449,7.0122e-21
55.0,2.449,7.0896e-21
56.0,2.449,7.1598e-21
57.0,2.449,7.2237e-21
58.0,2.449,7.2819e-21
59.0,2.449,7.3346e-21
60.0,2.449,7.3822e-21
61.0,2.449,7.4246e-21
62.0,2.449,7.4616e-21
63.0,2.449,7.4928e-21
64.0,2.449,7.5177e-21
65.0,2.449,7.5357e-21
66.0,2.449,7.5462e-21
67.0,2.449,7.5485e-21
68.0,2.449,7.5419e-21
69.0,2.449,7.526e-21
70.0,2.449,7.5004e-21
71.0,2.449,7.4649e-21
72.0,2.449,7.4193e-21
73.0,2.449,7.3637e-21
74.0,2.449,7.2983e-21
75.0,2.449,7.2236e-21
76.0,2.449,7.1399e-21
77.0,2.449,7.0479e-21
78.0,2.449,6.9483e-21
79.0,2.449,6.8418e-21
80.0,2.449,6.729e-21
81.0,2.449,6.6109e-21
82.0,2.449,6.4879e-21
83.0,2.449,6.361e-21
84.0,2.449,6.2306e-21
85.0,2.449,6.0972e-21
86.0,2.449,5.9614e-21
87.0,2.449,5.8236e-21
88.0,2.449,5.6839e-21
89.0,2.449,5.5427e-21
90.0,2.449,5.4001e-21
91.0,2.449,5.2561e-21
92.0,2.449,5.1109e-21
93.0,2.449,4.9645e-21
94.0,2.449,4.8168e-21
95.0,2.449,4.6678e-21
96.0,2.449,4.5176e-21
97.0,2.449,4.3661e-21
98.0,2.449,4.2136e-21
99.0,2.449,4.0601e-21
100.0,2.449,3.9058e-21
101.0,2.449,3.7511e-21
102.0,2.449,3.5961e-21
103.0,2.449,3.4414e-21
104.0,2.449,3.2873e-21
105.0,2.449,3.1343e-21
106.0,2.449,2.9829e-21
107.0,2.449,2.8335e-21
108.0,2.449,2.6867e-21
109.0,2.449,2.5429e-21
110.0,2.449,2.4026e-21
111.0,2.449,2.2661e-21
112.0,2.449,2.1338e-21
113.0,2.449,2.0059e-21
114.0,2.449,1.8828e-21
115.0,2.449,1.7645e-21
116.0,2.449,1.6512e-21
117.0,2.449,1.5429e-21
118.0,2.449,1.4398e-21
119.0,2.449,1.3417e-21
120.0,2.449,1.2488e-21
121.0,2.449,1.161e-21
122.0,2.449,1.0783e-21
123.0,2.449,1.0007e-21
124.0,2.449,9.2813e-22
125.0,2.449,8.6063e-22
126.0,2.449,7.9817e-22
127.0,2.449,7.4076e-22
128.0,2.449,6.8837e-22
129.0,2.449,6.41e-22
130.0,2.449,5.9862e-22
131.0,2.449,5.6119e-22
132.0,2.449,5.2864e-22
133.0,2.449,5.0092e-22
134.0,2.449,4.7791e-22
135.0,2.449,4.5952e-22
136.0,2.449,4.4561e-22
137.0,2.449,4.3605e-22
138.0,2.449,4.3068e-22
139.0,2.449,4.2936e-22
140.0,2.449,4.3192e-22
141.0,2.449,4.3819e-22
142.0,2.449,4.4803e-22
143.0,2.449,4.6126e-22
144.0,2.449,4.7773e-22
145.0,2.449,4.9726e-22
146.0,2.449,5.197e-22
147.0,2.449,5.4485e-22
148.0,2.449,5.7253e-22
149.0,2.449,6.0254e-22
150.0,2.449,6.3466e-22
151.0,2.449,6.6865e-22
152.0,2.449,7.0428e-22
153.0,2.449,7.4128e-22
154.0,2.449,7.7937e-22
155.0,2.449,8.183e-22
156.0,2.449,8.5778e-22
157.0,2.449,8.9755e-22
158.0,2.449,9.3736e-22
159.0,2.449,9.7698e-22
160.0,2.449,1.0162e-21
161.0,2.449,1.0548e-21
162.0,2.449,1.0927e-21
163.0,2.449,1.1296e-21
164.0,2.449,1.1656e-21
165.0,2.449,1.2003e-21
166.0,2.449,1.2339e-21
167.0,2.449,1.266e-21
168.0,2.449,1.2967e-21
169.0,2.449,1.3258e-21
170.0,2.449,1.3532e-21
171.0,2.449,1.3788e-21
172.0,2.449,1.4023e-21
173.0,2.449,1.4236e-21
174.0,2.449,1.4426e-21
175.0,2.449,1.459e-21
176.0,2.449,1.4727e-21
177.0,2.449,1.4835e-21
178.0,2.449,1.4914e-21
179.0,2.449,1.4961e-21
180.0,2.449,1.4977e-21
0.0,2.585,1.7244e-21
1.0,2.585,1.7159e-21
2.0,2.585,1.6911e-21
3.0,2.585,1.6511e-21
4.0,2.585,1.598e-21
5.0,2.585,1.5346e-21
6.0,2.585,1.4642e-21
7.0,2.585,1.3908e-21
8.0,2.585,1.3187e-21
9.0,2.585,1.2522e-21
10.0,2.585,1.1957e-21
11.0,2.585,1.1532e-21
12.0,2.585,1.1281e-21
13.0,2.585,1.1233e-21
14.0,2.585,1.1407e-21
15.0,2.585,1.1812e-21
16.0,2.585,1.2446e-21
17.0,2.585,1.3301e-21
18.0,2.585,1.4357e-21
19.0,2.585,1.559e-21
20.0,2.585,1.6972e-21
21.0,2.585,1.8472e-21
22.0,2.585,2.0061e-21
23.0,2.585,2.1712e-21
24.0,2.585,2.3403e-21
25.0,2.585,2.5118e-21
26.0,2.585,2.6845e-21
27.0,2.585,2.8579e-21
28.0,2.585,3.032e-21
29.0,2.585,3.2073e-21
30.0,2.585,3.3844e-21
31.0,2.585,3.5641e-21
32.0,2.585,3.7472e-21
33.0,2.585,3.9344e-21
34.0,2.585,4.1261e-21
35.0,2.585,4.3224e-21
36.0,2.585,4.523e-21
37.0,2.585,4.7271e-21
38.0,2.585,4.9338e-21
39.0,2.585,5.1416e-21
40.0,2.585,5.3487e-21
41.0,2.585,5.5533e-21
42.0,2.585,5.7535e-21
43.0,2.585,5.9475e-21
44.0,2.585,6.1337e-21
45.0,2.585,6.3107e-21
46.0,2.585,6.4774e-21
47.0,2.585,6.6334e-21
48.0,2.585,6.7783e-21
49.0,2.585,6.9123e-21
50.0,2.585,7.0358e-21
51.0,2.585,7.1496e-21
52.0,2.585,7.2545e-21
53.0,2.585,7.3513e-21
54.0,2.585,7.4409e-21
55.0,2.585,7.5242e-21
56.0,2.585,7.6016e-21
57.0,2.585,7.6735e-21
58.0,2.585,7.7401e-21
59.0,2.585,7.8013e-21
60.0,2.585,7.8567e-21
61.0,2.585,7.9057e-21
62.0,2.585,7.9479e-21
63.0,2.585,7.9824e-21
64.0,2.585,8.0083e-21
65.0,2.585,8.0251e-21
66.0,2.585,8.032e-21
67.0,2.585,8.0284e-21
68.0,2.585,8.014e-21
69.0,2.585,7.9885e-21
70.0,2.585,7.9519e-21
71.0,2.585,7.9044e-21
72.0,2.585,7.8462e-21
73.0,2.585,7.7779e-21
74.0,2.585,7.7e-21
75.0,2.585,7.6131e-21
76.0,2.585,7.5181e-21
77.0,2.585,7.4155e-21
78.0,2.585,7.3063e-21
79.0,2.585,7.191e-21
80.0,2.585,7.0703e-21
81.0,2.585,6.9448e-21
82.0,2.585,6.8151e-21
83.0,2.585,6.6816e-21
84.0,2.585,6.5447e-21
85.0,2.585,6.4047e-21
86.0,2.585,6.2618e-21
87.0,2.585,6.1161e-21
88.0,2.585,5.968e-21
89.0,2.585,5.8173e-21
90.0,2.585,5.6643e-21
91.0,2.585,5.5089e-21
92.0,2.585,5.3513e-21
93.0,2.585,5.1915e-21
94.0,2.585,5.0297e-21
95.0,2.585,4.866e-21
96.0,2.585,4.7005e-21
97.0,2.585,4.5335e-21
98.0,2.585,4.3653e-21
99.0,2.585,4.1962e-21
100.0,2.585,4.0267e-21
101.0,2.585,3.8571e-21
102.0,2.585,3.6879e-21
103.0,2.585,3.5198e-21
104.0,2.585,3.3531e-21
105.0,2.585,3.1884e-21
106.0,2.585,3.0263e-21
107.0,2.585,2.8672e-21
108.0,2.585,2.7117e-21
109.0,2.585,2.5602e-21
110.0,2.585,2.413e-21
111.0,2.585,2.2705e-21
112.0,2.585,2.133e-21
113.0,2.585,2.0006e-21
114.0,2.585,1.8736e-21
115.0,2.585,1.752e-21
116.0,2.585,1.636e-21
117.0,2.585,1.5255e-21
118.0,2.585,1.4205e-21
119.0,2.585,1.3212e-21
120.0,2.585,1.2273e-21
121.0,2.585,1.139e-21
122.0,2.585,1.0561e-21
123.0,2.585,9.7876e-22
124.0,2.585,9.0687e-22
125.0,2.585,8.4046e-22
126.0,2.585,7.7953e-22
127.0,2.585,7.2409e-22
128.0,2.585,6.7414e-22
129.0,2.585,6.2967e-22
130.0,2.585,5.9067e-22
131.0,2.585,5.5711e-22
132.0,2.585,5.2893e-22
133.0,2.585,5.0606e-22
134.0,2.585,4.8842e-22
135.0,2.585,4.7589e-22
136.0,2.585,4.6833e-22
137.0,2.585,4.6561e-22
138.0,2.585,4.6757e-22
139.0,2.585,4.7403e-22
140.0,2.585,4.8482e-22
141.0,2.585,4.9976e-22
142.0,2.585,5.1866e-22
143.0,2.585,5.4132e-22
144.0,2.585,5.6756e-22
145.0,2.585,5.9717e-22
146.0,2.585,6.2993e-22
147.0,2.585,6.6561e-22
148.0,2.585,7.0398e-22
149.0,2.585,7.4478e-22
150.0,2.585,7.8775e-22
151.0,2.585,8.326e-22
152.0,2.585,8.7905e-22
153.0,2.585,9.2679e-22
154.0,2.585,9.7551e-22
155.0,2.585,1.0249e-21
156.0,2.585,1.0747e-21
157.0,2.585,1.1246e-21
158.0,2.585,1.1744e-21
159.0,2.585,1.2237e-21
160.0,2.585,1.2724e-21
161.0,2.585,1.3203e-21
162.0,2.585,1.3672e-21
163.0,2.585,1.4129e-21
164.0,2.585,1.4573e-21
165.0,2.585,1.5002e-21
166.0,2.585,1.5415e-21
167.0,2.585,1.5812e-21
168.0,2.585,1.6189e-21
169.0,2.585,1.6547e-21
170.0,2.585,1.6883e-21
171.0,2.585,1.7195e-21
172.0,2.585,1.7482e-21
173.0,2.585,1.7741e-21
174.0,2.585,1.7971e-21
175.0,2.585,1.817e-21
176.0,2.585,1.8335e-21
177.0,2.585,1.8466e-21
178.0,2.585,1.856e-21
179.0,2.585,1.8617e-21
180.0,2.585,1.8636e-21
0.0,2.7211,1.9937e-21
1.0,2.7211,1.9839e-21
2.0,2.7211,1.9551e-21
3.0,2.7211,1.9088e-21
4.0,2.7211,1.8475e-21
5.0,2.7211,1.7747e-21
6.0,2.7211,1.6944e-21
7.0,2.7211,1.6112e-21
8.0,2.7211,1.53e-21
9.0,2.7211,1.4557e-21
10.0,2.7211,1.3931e-21
11.0,2.7211,1.3463e-21
12.0,2.7211,1.3189e-21
13.0,2.7211,1.3136e-21
14.0,2.7211,1.332e-21
15.0,2.7211,1.3745e-21
16.0,2.7211,1.4409e-21
17.0,2.7211,1.5297e-21
18.0,2.7211,1.6387e-21
19.0,2.7211,1.7654e-21
20.0,2.7211,1.9067e-21
21.0,2.7211,2.0597e-21
22.0,2.7211,2.2215e-21
23.0,2.7211,2.3897e-21
24.0,2.7211,2.5623e-21
25.0,2.7211,2.7379e-21
26.0,2.7211,2.9157e-21
27.0,2.7211,3.0954e-21
28.0,2.7211,3.2771e-21
29.0,2.7211,3.4611e-21
30.0,2.7211,3.6482e-21
31.0,2.7211,3.8389e-21
32.0,2.7211,4.0339e-21
33.0,2.7211,4.2336e-21
34.0,2.7211,4.438e-21
35.0,2.7211,4.6469e-21
36.0,2.7211,4.8597e-21
37.0,2.7211,5.0753e-21
38.0,2.7211,5.2926e-21
39.0,2.7211,5.5097e-21
40.0,2.7211,5.725e-21
41.0,2.7211,5.9367e-21
42.0,2.7211,6.143e-21
43.0,2.7211,6.3421e-21
44.0,2.7211,6.5328e-21
45.0,2.7211,6.7139e-21
46.0,2.7211,6.8847e-21
47.0,2.7211,7.0447e-21
48.0,2.7211,7.194e-21
49.0,2.7211,7.3327e-21
50.0,2.7211,7.4614e-21
51.0,2.7211,7.5807e-21
52.0,2.7211,7.6914e-21
53.0,2.7211,7.7941e-21
54.0,2.7211,7.8895e-21
55.0,2.7211,7.9782e-21
56.0,2.7211,8.0604e-21
57.0,2.7211,8.1364e-21
58.0,2.7211,8.2061e-21
59.0,2.7211,8.2693e-21
60.0,2.7211,8.3256e-21
61.0,2.7211,8.3744e-21
62.0,2.7211,8.415e-21
63.0,2.7211,8.4469e-21
64.0,2.7211,8.4693e-21
65.0,2.7211,8.4816e-21
66.0,2.7211,8.4831e-21
67.0,2.7211,8.4735e-21
68.0,2.7211,8.4525e-21
69.0,2.7211,8.4198e-21
70.0,2.7211,8.3756e-21
71.0,2.7211,8.32e-21
72.0,2.7211,8.2534e-21
73.0,2.7211,8.1763e-21
74.0,2.7211,8.0894e-21
75.0,2.7211,7.9934e-21
76.0,2.7211,7.889e-21
77.0,2.7211,7.7771e-21
78.0,2.7211,7.6585e-21
79.0,2.7211,7.534e-21
80.0,2.7211,7.4044e-21
81.0,2.7211,7.2703e-21
82.0,2.7211,7.1322e-21
83.0,2.7211,6.9906e-21
84.0,2.7211,6.8458e-21
85.0,2.7211,6.698e-21
86.0,2.7211,6.5473e-21
87.0,2.7211,6.3937e-21
88.0,2.7211,6.237e-21
89.0,2.7211,6.0773e-21
90.0,2.7211,5.9144e-21
91.0,2.7211,5.7483e-21
92.0,2.7211,5.5788e-21
93.0,2.7211,5.406e-21
94.0,2.7211,5.2301e-21
95.0,2.7211,5.0514e-21
96.0,2.7211,4.8702e-21
97.0,2.7211,4.6869e-21
98.0,2.7211,4.5022e-21
99.0,2.7211,4.3168e-21
100.0,2.7211,4.1314e-21
101.0,2.7211,3.9467e-21
102.0,2.7211,3.7635e-21
103.0,2.7211,3.5826e-21
104.0,2.7211,3.4046e-21
105.0,2.7211,3.2301e-21
106.0,2.7211,3.0597e-21
107.0,2.7211,2.8938e-21
108.0,2.7211,2.7327e-21
109.0,2.7211,2.5767e-21
110.0,2.7211,2.426e-21
111.0,2.7211,2.2805e-21
112.0,2.7211,2.1404e-21
113.0,2.7211,2.0057e-21
114.0,2.7211,1.8764e-21
115.0,2.7211,1.7525e-21
116.0,2.7211,1.6339e-21
117.0,2.7211,1.5208e-21
118.0,2.7211,1.4132e-21
119.0,2.7211,1.3112e-21
120.0,2.7211,1.2148e-21
121.0,2.7211,1.1242e-21
122.0,2.7211,1.0395e-21
123.0,2.7211,9.6088e-22
124.0,2.7211,8.8836e-22
125.0,2.7211,8.2208e-22
126.0,2.7211,7.6209e-22
127.0,2.7211,7.0842e-22
128.0,2.7211,6.6108e-22
129.0,2.7211,6.2003e-22
130.0,2.7211,5.8521e-22
131.0,2.7211,5.5654e-22
132.0,2.7211,5.339e-22
133.0,2.7211,5.1717e-22
134.0,2.7211,5.0622e-22
135.0,2.7211,5.0091e-22
136.0,2.7211,5.0108e-22
137.0,2.7211,5.0659e-22
138.0,2.7211,5.1727e-22
139.0,2.7211,5.3295e-22
140.0,2.7211,5.5344e-22
141.0,2.7211,5.7854e-22
142.0,2.7211,6.0805e-22
143.0,2.7211,6.417e-22
144.0,2.7211,6.7923e-22
145.0,2.7211,7.2037e-22
146.0,2.7211,7.6479e-22
147.0,2.7211,8.1219e-22
148.0,2.7211,8.6222e-22
149.0,2.7211,9.1455e-22
150.0,2.7211,9.6884e-22
151.0,2.7211,1.0248e-21
152.0,2.7211,1.0821e-21
153.0,2.7211,1.1404e-21
154.0,2.7211,1.1994e-21
155.0,2.7211,1.259e-21
156.0,2.7211,1.3188e-21
157.0,2.7211,1.3787e-21
158.0,2.7211,1.4384e-21
159.0,2.7211,1.4976e-21
160.0,2.7211,1.5562e-21
161.0,2.7211,1.6138e-21
162.0,2.7211,1.6703e-21
163.0,2.7211,1.7254e-21
164.0,2.7211,1.7788e-21
165.0,2.7211,1.8302e-21
166.0,2.7211,1.8793e-21
167.0,2.7211,1.9259e-21
168.0,2.7211,1.9696e-21
169.0,2.7211,2.0104e-21
170.0,2.7211,2.048e-21
171.0,2.7211,2.0821e-21
172.0,2.7211,2.1128e-21
173.0,2.7211,2.1399e-21
174.0,2.7211,2.1633e-21
175.0,2.7211,2.1831e-21
176.0,2.7211,2.1992e-21
177.0,2.7211,2.2117e-21
178.0,2.7211,2.2206e-21
179.0,2.7211,2.226e-21
180.0,2.7211,2.2278e-21
0.0,2.9932,2.6418e-21
1.0,2.9932,2.6288e-21
2.0,2.9932,2.5904e-21
3.0,2.9932,2.529e-21
4.0,2.9932,2.4481e-21
5.0,2.9932,2.3523e-21
6.0,2.9932,2.2473e-21
7.0,2.9932,2.1391e-21
8.0,2.9932,2.0341e-21
9.0,2.9932,1.9383e-21
10.0,2.9932,1.8574e-21
11.0,2.9932,1.7962e-21
12.0,2.9932,1.7583e-21
13.0,2.9932,1.7462e-21
14.0,2.9932,1.761e-21
15.0,2.9932,1.8026e-21
16.0,2.9932,1.8698e-21
17.0,2.9932,1.9603e-21
18.0,2.9932,2.0715e-21
19.0,2.9932,2.2003e-21
20.0,2.9932,2.3434e-21
21.0,2.9932,2.4981e-21
22.0,2.9932,2.6616e-21
23.0,2.9932,2.8321e-21
24.0,2.9932,3.0081e-21
25.0,2.9932,3.1888e-21
26.0,2.9932,3.3739e-21
27.0,2.9932,3.5634e-21
28.0,2.9932,3.7578e-21
29.0,2.9932,3.9574e-21
30.0,2.9932,4.1628e-21
31.0,2.9932,4.3742e-21
32.0,2.9932,4.5916e-21
33.0,2.9932,4.8147e-21
34.0,2.9932,5.0428e-21
35.0,2.9932,5.2748e-21
36.0,2.9932,5.5093e-21
37.0,2.9932,5.7446e-21
38.0,2.9932,5.9788e-21
39.0,2.9932,6.2101e-21
40.0,2.9932,6.4366e-21
41.0,2.9932,6.6567e-21
42.0,2.9932,6.8691e-21
43.0,2.9932,7.0727e-21
44.0,2.9932,7.2668e-21
45.0,2.9932,7.4511e-21
46.0,2.9932,7.6258e-21
47.0,2.9932,7.7909e-21
48.0,2.9932,7.947e-21
49.0,2.9932,8.0947e-21
50.0,2.9932,8.2346e-21
51.0,2.9932,8.3671e-21
52.0,2.9932,8.4927e-21
53.0,2.9932,8.6115e-21
54.0,2.9932,8.7237e-21
55.0,2.9932,8.8289e-21
56.0,2.9932,8.9268e-21
57.0,2.9932,9.0169e-21
58.0,2.9932,9.0983e-21
59.0,2.9932,9.1703e-21
60.0,2.9932,9.2321e-21
61.0,2.9932,9.2829e-21
62.0,2.9932,9.3219e-21
63.0,2.9932,9.3484e-21
64.0,2.9932,9.3622e-21
65.0,2.9932,9.3627e-21
66.0,2.9932,9.35e-21
67.0,2.9932,9.3242e-21
68.0,2.9932,9.2854e-21
69.0,2.9932,9.2343e-21
70.0,2.9932,9.1715e-21
71.0,2.9932,9.0975e-21
72.0,2.9932,9.0134e-21
73.0,2.9932,8.9199e-21
74.0,2.9932,8.8179e-21
75.0,2.9932,8.7082e-21
76.0,2.9932,8.5916e-21
77.0,2.9932,8.4687e-21
78.0,2.9932,8.3399e-21
79.0,2.9932,8.2058e-21
80.0,2.9932,8.0664e-21
81.0,2.9932,7.9219e-21
82.0,2.9932,7.7723e-21
83.0,2.9932,7.6174e-21
84.0,2.9932,7.457e-21
85.0,2.9932,7.2911e-21
86.0,2.9932,7.1194e-21
87.0,2.9932,6.9419e-21
88.0,2.9932,6.7585e-21
89.0,2.9932,6.5695e-21
90.0,2.9932,6.3752e-21
91.0,2.9932,6.1761e-21
92.0,2.9932,5.9727e-21
93.0,2.9932,5.7659e-21
94.0,2.9932,5.5565e-21
95.0,2.9932,5.3454e-21
96.0,2.9932,5.1337e-21
97.0,2.9932,4.9224e-21
98.0,2.9932,4.7122e-21
99.0,2.9932,4.504e-21
100.0,2.9932,4.2986e-21
101.0,2.9932,4.0965e-21
102.0,2.9932,3.8982e-21
103.0,2.9932,3.7041e-21
104.0,2.9932,3.5142e-21
105.0,2.9932,3.3289e-21
106.0,2.9932,3.1482e-21
107.0,2.9932,2.9722e-21
108.0,2.9932,2.8008e-21
109.0,2.9932,2.6343e-21
110.0,2.9932,2.4726e-21
111.0,2.9932,2.316e-21
112.0,2.9932,2.1646e-21
113.0,2.9932,2.0187e-21
114.0,2.9932,1.8786e-21
115.0,2.9932,1.7445e-21
116.0,2.9932,1.6167e-21
117.0,2.9932,1.4956e-21
118.0,2.9932,1.3813e-21
119.0,2.9932,1.2742e-21
120.0,2.9932,1.1744e-21
121.0,2.9932,1.082e-21
122.0,2.9932,9.9725e-22
123.0,2.9932,9.2007e-22
124.0,2.9932,8.5053e-22
125.0,2.9932,7.8865e-22
126.0,2.9932,7.3441e-22
127.0,2.9932,6.8778e-22
128.0,2.9932,6.4874e-22
129.0,2.9932,6.1724e-22
130.0,2.9932,5.9324e-22
131.0,2.9932,5.7667e-22
132.0,2.9932,5.6743e-22
133.0,2.9932,5.6542e-22
134.0,2.9932,5.7047e-22
135.0,2.9932,5.824e-22
136.0,2.9932,6.0098e-22
137.0,2.9932,6.2593e-22
138.0,2.9932,6.5695e-22
139.0,2.9932,6.9372e-22
140.0,2.9932,7.3589e-22
141.0,2.9932,7.8312e-22
142.0,2.9932,8.3506e-22
143.0,2.9932,8.9138e-22
144.0,2.9932,9.5178e-22
145.0,2.9932,1.016e-21
146.0,2.9932,1.0837e-21
147.0,2.9932,1.1546e-21
148.0,2.9932,1.2286e-21
149.0,2.9932,1.3052e-21
150.0,2.9932,1.3844e-21
151.0,2.9932,1.4657e-21
152.0,2.9932,1.5487e-21
153.0,2.9932,1.6332e-21
154.0,2.9932,1.7186e-21
155.0,2.9932,1.8045e-21
156.0,2.9932,1.8905e-21
157.0,2.9932,1.976e-21
158.0,2.9932,2.0606e-21
159.0,2.9932,2.1438e-21
160.0,2.9932,2.2252e-21
161.0,2.9932,2.3044e-21
162.0,2.9932,2.3811e-21
163.0,2.9932,2.4551e-21
164.0,2.9932,2.5263e-21
165.0,2.9932,2.5944e-21
166.0,2.9932,2.6595e-21
167.0,2.9932,2.7214e-21
168.0,2.9932,2.7801e-21
169.0,2.9932,2.8355e-21
170.0,2.9932,2.8874e-21
171.0,2.9932,2.9357e-21
172.0,2.9932,2.9801e-21
173.0,2.9932,3.0205e-21
174.0,2.9932,3.0564e-21
175.0,2.9932,3.0876e-21
176.0,2.9932,3.1137e-21
177.0,2.9932,3.1344e-21
178.0,2.9932,3.1494e-21
179.0,2.9932,3.1584e-21
180.0,2.9932,3.1615e-21
0.0,3.2653,3.4369e-21
1.0,3.2653,3.4197e-21
2.0,3.2653,3.3693e-21
3.0,3.2653,3.2887e-21
4.0,3.2653,3.1828e-21
5.0,3.2653,3.058e-21
6.0,3.2653,2.9217e-21
7.0,3.2653,2.7818e-21
8.0,3.2653,2.6463e-21
9.0,3.2653,2.5225e-21
10.0,3.2653,2.4169e-21
11.0,3.2653,2.3347e-21
12.0,3.2653,2.2795e-21
13.0,3.2653,2.2534e-21
14.0,3.2653,2.257e-21
15.0,3.2653,2.2895e-21
16.0,3.2653,2.349e-21
17.0,3.2653,2.4327e-21
18.0,3.2653,2.5376e-21
19.0,3.2653,2.6604e-21
20.0,3.2653,2.7982e-21
21.0,3.2653,2.9481e-21
22.0,3.2653,3.1081e-21
23.0,3.2653,3.2767e-21
24.0,3.2653,3.4528e-21
25.0,3.2653,3.636e-21
26.0,3.2653,3.8262e-21
27.0,3.2653,4.0235e-21
28.0,3.2653,4.2282e-21
29.0,3.2653,4.4404e-21
30.0,3.2653,4.6603e-21
31.0,3.2653,4.8875e-21
32.0,3.2653,5.1216e-21
33.0,3.2653,5.3615e-21
34.0,3.2653,5.606e-21
35.0,3.2653,5.8536e-21
36.0,3.2653,6.1024e-21
37.0,3.2653,6.3506e-21
38.0,3.2653,6.5963e-21
39.0,3.2653,6.8378e-21
40.0,3.2653,7.0735e-21
41.0,3.2653,7.3021e-21
42.0,3.2653,7.5227e-21
43.0,3.2653,7.7346e-21
44.0,3.2653,7.9376e-21
45.0,3.2653,8.1315e-21
46.0,3.2653,8.3166e-21
47.0,3.2653,8.4932e-21
48.0,3.2653,8.6617e-21
49.0,3.2653,8.8225e-21
50.0,3.2653,8.9759e-21
51.0,3.2653,9.1219e-21
52.0,3.2653,9.2608e-21
53.0,3.2653,9.3921e-21
54.0,3.2653,9.5156e-21
55.0,3.2653,9.6308e-21
56.0,3.2653,9.7368e-21
57.0,3.2653,9.8328e-21
58.0,3.2653,9.918e-21
59.0,3.2653,9.9915e-21
60.0,3.2653,1.0052e-20
61.0,3.2653,1.01e-20
62.0,3.2653,1.0133e-20
63.0,3.2653,1.0153e-20
64.0,3.2653,1.0157e-20
65.0,3.2653,1.0148e-20
66.0,3.2653,1.0124e-20
67.0,3.2653,1.0086e-20
68.0,3.2653,1.0035e-20
69.0,3.2653,9.9729e-21
70.0,3.2653,9.8992e-21
71.0,3.2653,9.8154e-21
72.0,3.2653,9.7225e-21
73.0,3.2653,9.6212e-21
74.0,3.2653,9.5123e-21
75.0,3.2653,9.3963e-21
76.0,3.2653,9.2734e-21
77.0,3.2653,9.1437e-21
78.0,3.2653,9.0072e-21
79.0,3.2653,8.8635e-21
80.0,3.2653,8.7122e-21
81.0,3.2653,8.553e-21
82.0,3.2653,8.3855e-21
83.0,3.2653,8.2094e-21
84.0,3.2653,8.0246e-21
85.0,3.2653,7.8312e-21
86.0,3.2653,7.6296e-21
87.0,3.2653,7.4204e-21
88.0,3.2653,7.2045e-21
89.0,3.2653,6.9829e-21
90.0,3.2653,6.7567e-21
91.0,3.2653,6.5273e-21
92.0,3.2653,6.2958e-21
93.0,3.2653,6.0635e-21
94.0,3.2653,5.8316e-21
95.0,3.2653,5.6008e-21
96.0,3.2653,5.3719e-21
97.0,3.2653,5.1456e-21
98.0,3.2653,4.922e-21
99.0,3.2653,4.7015e-21
100.0,3.2653,4.4842e-21
101.0,3.2653,4.2699e-21
102.0,3.2653,4.0588e-21
103.0,3.2653,3.8509e-21
104.0,3.2653,3.6462e-21
105.0,3.2653,3.4449e-21
106.0,3.2653,3.2473e-21
107.0,3.2653,3.0538e-21
108.0,3.2653,2.8649e-21
109.0,3.2653,2.681e-21
110.0,3.2653,2.5027e-21
111.0,3.2653,2.3306e-21
112.0,3.2653,2.1652e-21
113.0,3.2653,2.0071e-21
114.0,3.2653,1.8565e-21
115.0,3.2653,1.714e-21
116.0,3.2653,1.5797e-21
117.0,3.2653,1.4538e-21
118.0,3.2653,1.3365e-21
119.0,3.2653,1.2279e-21
120.0,3.2653,1.128e-21
121.0,3.2653,1.037e-21
122.0,3.2653,9.549e-22
123.0,3.2653,8.8179e-22
124.0,3.2653,8.1772e-22
125.0,3.2653,7.6278e-22
126.0,3.2653,7.1698e-22
127.0,3.2653,6.8035e-22
128.0,3.2653,6.5284e-22
129.0,3.2653,6.3437e-22
130.0,3.2653,6.248e-22
131.0,3.2653,6.2393e-22
132.0,3.2653,6.3152e-22
133.0,3.2653,6.4731e-22
134.0,3.2653,6.7098e-22
