Angle (deg),Energy (eV),Differential cross section (m2/sr)
91.0,1.7687,4.0025e-21
92.0,1.7687,3.9112e-21
93.0,1.7687,3.8173e-21
94.0,1.7687,3.7211e-21
95.0,1.7687,3.6229e-21
96.0,1.7687,3.5233e-21
97.0,1.7687,3.4225e-21
98.0,1.7687,3.3209e-21
99.0,1.7687,3.219e-21
100.0,1.7687,3.1169e-21
101.0,1.7687,3.0151e-21
102.0,1.7687,2.9137e-21
103.0,1.7687,2.8132e-21
104.0,1.7687,2.7136e-21
105.0,1.7687,2.6152e-21
106.0,1.7687,2.5182e-21
107.0,1.7687,2.4227e-21
108.0,1.7687,2.3288e-21
109.0,1.7687,2.2366e-21
110.0,1.7687,2.1463e-21
111.0,1.7687,2.0577e-21
112.0,1.7687,1.9711e-21
113.0,1.7687,1.8864e-21
114.0,1.7687,1.8036e-21
115.0,1.7687,1.7227e-21
116.0,1.7687,1.6437e-21
117.0,1.7687,1.5667e-21
118.0,1.7687,1.4915e-21
119.0,1.7687,1.4183e-21
120.0,1.7687,1.3471e-21
121.0,1.7687,1.2778e-21
122.0,1.7687,1.2105e-21
123.0,1.7687,1.1452e-21
124.0,1.7687,1.082e-21
125.0,1.7687,1.0209e-21
126.0,1.7687,9.6199e-22
127.0,1.7687,9.0528e-22
128.0,1.7687,8.5084e-22
129.0,1.7687,7.9874e-22
130.0,1.7687,7.4902e-22
131.0,1.7687,7.0173e-22
132.0,1.7687,6.569e-22
133.0,1.7687,6.1457e-22
134.0,1.7687,5.7475e-22
135.0,1.7687,5.3744e-22
136.0,1.7687,5.0263e-22
137.0,1.7687,4.7031e-22
138.0,1.7687,4.4043e-22
139.0,1.7687,4.1296e-22
140.0,1.7687,3.8783e-22
141.0,1.7687,3.6499e-22
142.0,1.7687,3.4436e-22
143.0,1.7687,3.2585e-22
144.0,1.7687,3.0938e-22
145.0,1.7687,2.9487e-22
146.0,1.7687,2.8223e-22
147.0,1.7687,2.7136e-22
148.0,1.7687,2.6217e-22
149.0,1.7687,2.5457e-22
150.0,1.7687,2.4846e-22
151.0,1.7687,2.4377e-22
152.0,1.7687,2.4039e-22
153.0,1.7687,2.3824e-22
154.0,1.7687,2.3723e-22
155.0,1.7687,2.3726e-22
156.0,1.7687,2.3825e-22
157.0,1.7687,2.401e-22
158.0,1.7687,2.4271e-22
159.0,1.7687,2.4599e-22
160.0,1.7687,2.4984e-22
161.0,1.7687,2.5417e-22
162.0,1.7687,2.5887e-22
163.0,1.7687,2.6386e-22
164.0,1.7687,2.6903e-22
165.0,1.7687,2.7429e-22
166.0,1.7687,2.7957e-22
167.0,1.7687,2.8477e-22
168.0,1.7687,2.8983e-22
169.0,1.7687,2.9469e-22
170.0,1.7687,2.9927e-22
171.0,1.7687,3.0353e-22
172.0,1.7687,3.0744e-22
173.0,1.7687,3.1095e-22
174.0,1.7687,3.1404e-22
175.0,1.7687,3.1668e-22
176.0,1.7687,3.1886e-22
177.0,1.7687,3.2056e-22
178.0,1.7687,3.2179e-22
179.0,1.7687,3.2252e-22
180.0,1.7687,3.2277e-22
0.0,1.9048,8.2271e-22
1.0,1.9048,8.1828e-22
2.0,1.9048,8.0516e-22
3.0,1.9048,7.8381e-22
4.0,1.9048,7.5503e-22
5.0,1.9048,7.1991e-22
6.0,1.9048,6.7987e-22
7.0,1.9048,6.366e-22
8.0,1.9048,5.9206e-22
9.0,1.9048,5.4842e-22
10.0,1.9048,5.08e-22
11.0,1.9048,4.7319e-22
12.0,1.9048,4.4638e-22
13.0,1.9048,4.298e-22
14.0,1.9048,4.2549e-22
15.0,1.9048,4.351e-22
16.0,1.9048,4.599e-22
17.0,1.9048,5.0061e-22
18.0,1.9048,5.5744e-22
19.0,1.9048,6.3002e-22
20.0,1.9048,7.1744e-22
21.0,1.9048,8.1836e-22
22.0,1.9048,9.3102e-22
23.0,1.9048,1.0534e-21
24.0,1.9048,1.1834e-21
25.0,1.9048,1.3187e-21
26.0,1.9048,1.4575e-21
27.0,1.9048,1.5978e-21
28.0,1.9048,1.738e-21
29.0,1.9048,1.8772e-21
30.0,1.9048,2.0143e-21
31.0,1.9048,2.1492e-21
32.0,1.9048,2.2816e-21
33.0,1.9048,2.4118e-21
34.0,1.9048,2.5403e-21
35.0,1.9048,2.6678e-21
36.0,1.9048,2.7949e-21
37.0,1.9048,2.9224e-21
38.0,1.9048,3.0509e-21
39.0,1.9048,3.181e-21
40.0,1.9048,3.313e-21
41.0,1.9048,3.447e-21
42.0,1.9048,3.583e-21
43.0,1.9048,3.7206e-21
44.0,1.9048,3.8591e-21
45.0,1.9048,3.9978e-21
46.0,1.9048,4.1357e-21
47.0,1.9048,4.2717e-21
48.0,1.9048,4.4045e-21
49.0,1.9048,4.5329e-21
50.0,1.9048,4.6557e-21
51.0,1.9048,4.7718e-21
52.0,1.9048,4.8802e-21
53.0,1.9048,4.9802e-21
54.0,1.9048,5.0712e-21
55.0,1.9048,5.1529e-21
56.0,1.9048,5.2252e-21
57.0,1.9048,5.2882e-21
58.0,1.9048,5.3423e-21
59.0,1.9048,5.3878e-21
60.0,1.9048,5.4255e-21
61.0,1.9048,5.4559e-21
62.0,1.9048,5.4798e-21
63.0,1.9048,5.4979e-21
64.0,1.9048,5.5108e-21
65.0,1.9048,5.5192e-21
66.0,1.9048,5.5235e-21
67.0,1.9048,5.5241e-21
68.0,1.9048,5.5213e-21
69.0,1.9048,5.5153e-21
70.0,1.9048,5.506e-21
71.0,1.9048,5.4935e-21
72.0,1.9048,5.4775e-21
73.0,1.9048,5.4578e-21
74.0,1.9048,5.4342e-21
75.0,1.9048,5.4065e-21
76.0,1.9048,5.3741e-21
77.0,1.9048,5.337e-21
78.0,1.9048,5.2948e-21
79.0,1.9048,5.2473e-21
80.0,1.9048,5.1944e-21
81.0,1.9048,5.1358e-21
82.0,1.9048,5.0717e-21
83.0,1.9048,5.002e-21
84.0,1.9048,4.9269e-21
85.0,1.9048,4.8465e-21
86.0,1.9048,4.7612e-21
87.0,1.9048,4.6711e-21
88.0,1.9048,4.5767e-21
89.0,1.9048,4.4785e-21
90.0,1.9048,4.3767e-21
91.0,1.9048,4.272e-21
92.0,1.9048,4.1648e-21
93.0,1.9048,4.0555e-21
94.0,1.9048,3.9447e-21
95.0,1.9048,3.8329e-21
96.0,1.9048,3.7204e-21
97.0,1.9048,3.6076e-21
98.0,1.9048,3.495e-21
99.0,1.9048,3.3828e-21
100.0,1.9048,3.2714e-21
101.0,1.9048,3.1609e-21
102.0,1.9048,3.0517e-21
103.0,1.9048,2.9437e-21
104.0,1.9048,2.8372e-21
105.0,1.9048,2.7322e-21
106.0,1.9048,2.6287e-21
107.0,1.9048,2.5268e-21
108.0,1.9048,2.4266e-21
109.0,1.9048,2.3279e-21
110.0,1.9048,2.2308e-21
111.0,1.9048,2.1353e-21
112.0,1.9048,2.0414e-21
113.0,1.9048,1.9492e-21
114.0,1.9048,1.8586e-21
115.0,1.9048,1.7697e-21
116.0,1.9048,1.6825e-21
117.0,1.9048,1.5972e-21
118.0,1.9048,1.5139e-21
119.0,1.9048,1.4327e-21
120.0,1.9048,1.3536e-21
121.0,1.9048,1.2768e-21
122.0,1.9048,1.2025e-21
123.0,1.9048,1.1308e-21
124.0,1.9048,1.0618e-21
125.0,1.9048,9.9552e-22
126.0,1.9048,9.3217e-22
127.0,1.9048,8.7179e-22
128.0,1.9048,8.1445e-22
129.0,1.9048,7.6019e-22
130.0,1.9048,7.0904e-22
131.0,1.9048,6.6102e-22
132.0,1.9048,6.161e-22
133.0,1.9048,5.7428e-22
134.0,1.9048,5.3553e-22
135.0,1.9048,4.9979e-22
136.0,1.9048,4.6702e-22
137.0,1.9048,4.3716e-22
138.0,1.9048,4.1013e-22
139.0,1.9048,3.8587e-22
140.0,1.9048,3.6429e-22
141.0,1.9048,3.4531e-22
142.0,1.9048,3.2885e-22
143.0,1.9048,3.1481e-22
144.0,1.9048,3.0309e-22
145.0,1.9048,2.9361e-22
146.0,1.9048,2.8624e-22
147.0,1.9048,2.8088e-22
148.0,1.9048,2.7741e-22
149.0,1.9048,2.757e-22
150.0,1.9048,2.7564e-22
151.0,1.9048,2.7709e-22
152.0,1.9048,2.7992e-22
153.0,1.9048,2.84e-22
154.0,1.9048,2.8919e-22
155.0,1.9048,2.9537e-22
156.0,1.9048,3.0241e-22
157.0,1.9048,3.1017e-22
158.0,1.9048,3.1856e-22
159.0,1.9048,3.2745e-22
160.0,1.9048,3.3675e-22
161.0,1.9048,3.4635e-22
162.0,1.9048,3.5616e-22
163.0,1.9048,3.661e-22
164.0,1.9048,3.7607e-22
165.0,1.9048,3.8601e-22
166.0,1.9048,3.9584e-22
167.0,1.9048,4.0547e-22
168.0,1.9048,4.1484e-22
169.0,1.9048,4.2386e-22
170.0,1.9048,4.3245e-22
171.0,1.9048,4.4054e-22
172.0,1.9048,4.4805e-22
173.0,1.9048,4.549e-22
174.0,1.9048,4.6102e-22
175.0,1.9048,4.6633e-22
176.0,1.9048,4.7078e-22
177.0,1.9048,4.743e-22
178.0,1.9048,4.7685e-22
179.0,1.9048,4.7839e-22
180.0,1.9048,4.7891e-22
0.0,2.0408,9.4063e-22
1.0,2.0408,9.3585e-22
2.0,2.0408,9.2168e-22
3.0,2.0408,8.9866e-22
4.0,2.0408,8.6768e-22
5.0,2.0408,8.2998e-22
6.0,2.0408,7.8716e-22
7.0,2.0408,7.4114e-22
8.0,2.0408,6.9416e-22
9.0,2.0408,6.4866e-22
10.0,2.0408,6.0729e-22
11.0,2.0408,5.7275e-22
12.0,2.0408,5.4767e-22
13.0,2.0408,5.3456e-22
14.0,2.0408,5.3557e-22
15.0,2.0408,5.5245e-22
16.0,2.0408,5.8641e-22
17.0,2.0408,6.3804e-22
18.0,2.0408,7.0728e-22
19.0,2.0408,7.9345e-22
20.0,2.0408,8.9524e-22
21.0,2.0408,1.0109e-21
22.0,2.0408,1.1382e-21
23.0,2.0408,1.2747e-21
24.0,2.0408,1.4181e-21
25.0,2.0408,1.5659e-21
26.0,2.0408,1.716e-21
27.0,2.0408,1.8665e-21
28.0,2.0408,2.0161e-21
29.0,2.0408,2.1637e-21
30.0,2.0408,2.3089e-21
31.0,2.0408,2.4515e-21
32.0,2.0408,2.5919e-21
33.0,2.0408,2.7305e-21
34.0,2.0408,2.8682e-21
35.0,2.0408,3.0059e-21
36.0,2.0408,3.1443e-21
37.0,2.0408,3.2843e-21
38.0,2.0408,3.4266e-21
39.0,2.0408,3.5714e-21
40.0,2.0408,3.7191e-21
41.0,2.0408,3.8693e-21
42.0,2.0408,4.0217e-21
43.0,2.0408,4.1755e-21
44.0,2.0408,4.3297e-21
45.0,2.0408,4.4831e-21
46.0,2.0408,4.6343e-21
47.0,2.0408,4.7818e-21
48.0,2.0408,4.9242e-21
49.0,2.0408,5.06e-21
50.0,2.0408,5.188e-21
51.0,2.0408,5.3071e-21
52.0,2.0408,5.4167e-21
53.0,2.0408,5.516e-21
54.0,2.0408,5.6049e-21
55.0,2.0408,5.6834e-21
56.0,2.0408,5.7518e-21
57.0,2.0408,5.8107e-21
58.0,2.0408,5.8608e-21
59.0,2.0408,5.9027e-21
60.0,2.0408,5.9374e-21
61.0,2.0408,5.9658e-21
62.0,2.0408,5.9886e-21
63.0,2.0408,6.0065e-21
64.0,2.0408,6.0202e-21
65.0,2.0408,6.03e-21
66.0,2.0408,6.0363e-21
67.0,2.0408,6.0391e-21
68.0,2.0408,6.0384e-21
69.0,2.0408,6.034e-21
70.0,2.0408,6.0256e-21
71.0,2.0408,6.0128e-21
72.0,2.0408,5.9952e-21
73.0,2.0408,5.9723e-21
74.0,2.0408,5.9436e-21
75.0,2.0408,5.9088e-21
76.0,2.0408,5.8674e-21
77.0,2.0408,5.8191e-21
78.0,2.0408,5.7639e-21
79.0,2.0408,5.7016e-21
80.0,2.0408,5.6323e-21
81.0,2.0408,5.5562e-21
82.0,2.0408,5.4735e-21
83.0,2.0408,5.3846e-21
84.0,2.0408,5.2899e-21
85.0,2.0408,5.19e-21
86.0,2.0408,5.0854e-21
87.0,2.0408,4.9767e-21
88.0,2.0408,4.8646e-21
89.0,2.0408,4.7495e-21
90.0,2.0408,4.6322e-21
91.0,2.0408,4.5131e-21
92.0,2.0408,4.3928e-21
93.0,2.0408,4.2717e-21
94.0,2.0408,4.1501e-21
95.0,2.0408,4.0285e-21
96.0,2.0408,3.9071e-21
97.0,2.0408,3.7861e-21
98.0,2.0408,3.6657e-21
99.0,2.0408,3.5461e-21
100.0,2.0408,3.4274e-21
101.0,2.0408,3.3096e-21
102.0,2.0408,3.1927e-21
103.0,2.0408,3.0769e-21
104.0,2.0408,2.9621e-21
105.0,2.0408,2.8484e-21
106.0,2.0408,2.7357e-21
107.0,2.0408,2.6243e-21
108.0,2.0408,2.514e-21
109.0,2.0408,2.4051e-21
110.0,2.0408,2.2975e-21
111.0,2.0408,2.1914e-21
112.0,2.0408,2.087e-21
113.0,2.0408,1.9843e-21
114.0,2.0408,1.8836e-21
115.0,2.0408,1.7849e-21
116.0,2.0408,1.6886e-21
117.0,2.0408,1.5947e-21
118.0,2.0408,1.5035e-21
119.0,2.0408,1.4151e-21
120.0,2.0408,1.3297e-21
121.0,2.0408,1.2474e-21
122.0,2.0408,1.1684e-21
123.0,2.0408,1.0928e-21
124.0,2.0408,1.0206e-21
125.0,2.0408,9.5212e-22
126.0,2.0408,8.8725e-22
127.0,2.0408,8.2607e-22
128.0,2.0408,7.6862e-22
129.0,2.0408,7.1488e-22
130.0,2.0408,6.6487e-22
131.0,2.0408,6.1853e-22
132.0,2.0408,5.7584e-22
133.0,2.0408,5.3674e-22
134.0,2.0408,5.0115e-22
135.0,2.0408,4.6901e-22
136.0,2.0408,4.4023e-22
137.0,2.0408,4.1471e-22
138.0,2.0408,3.9236e-22
139.0,2.0408,3.7308e-22
140.0,2.0408,3.5675e-22
141.0,2.0408,3.4326e-22
142.0,2.0408,3.325e-22
143.0,2.0408,3.2435e-22
144.0,2.0408,3.1868e-22
145.0,2.0408,3.1536e-22
146.0,2.0408,3.1426e-22
147.0,2.0408,3.1525e-22
148.0,2.0408,3.1818e-22
149.0,2.0408,3.2292e-22
150.0,2.0408,3.2931e-22
151.0,2.0408,3.3721e-22
152.0,2.0408,3.4647e-22
153.0,2.0408,3.5694e-22
154.0,2.0408,3.6848e-22
155.0,2.0408,3.8093e-22
156.0,2.0408,3.9416e-22
157.0,2.0408,4.0803e-22
158.0,2.0408,4.2239e-22
159.0,2.0408,4.3712e-22
160.0,2.0408,4.5209e-22
161.0,2.0408,4.6719e-22
162.0,2.0408,4.8229e-22
163.0,2.0408,4.9729e-22
164.0,2.0408,5.1208e-22
165.0,2.0408,5.2656e-22
166.0,2.0408,5.4064e-22
167.0,2.0408,5.5422e-22
168.0,2.0408,5.6721e-22
169.0,2.0408,5.7953e-22
170.0,2.0408,5.911e-22
171.0,2.0408,6.0183e-22
172.0,2.0408,6.1165e-22
173.0,2.0408,6.205e-22
174.0,2.0408,6.2831e-22
175.0,2.0408,6.3502e-22
176.0,2.0408,6.4059e-22
177.0,2.0408,6.4496e-22
178.0,2.0408,6.4811e-22
179.0,2.0408,6.5001e-22
180.0,2.0408,6.5064e-22
0.0,2.1769,1.0921e-21
1.0,2.1769,1.0865e-21
2.0,2.1769,1.0701e-21
3.0,2.1769,1.0434e-21
4.0,2.1769,1.0078e-21
5.0,2.1769,9.6471e-22
6.0,2.1769,9.1631e-22
7.0,2.1769,8.6496e-22
8.0,2.1769,8.1341e-22
9.0,2.1769,7.6457e-22
10.0,2.1769,7.2151e-22
11.0,2.1769,6.8723e-22
12.0,2.1769,6.6461e-22
13.0,2.1769,6.5618e-22
14.0,2.1769,6.6404e-22
15.0,2.1769,6.897e-22
16.0,2.1769,7.3401e-22
17.0,2.1769,7.9714e-22
18.0,2.1769,8.7853e-22
19.0,2.1769,9.7696e-22
20.0,2.1769,1.0907e-21
21.0,2.1769,1.2175e-21
22.0,2.1769,1.355e-21
23.0,2.1769,1.5006e-21
24.0,2.1769,1.6519e-21
25.0,2.1769,1.8066e-21
26.0,2.1769,1.9628e-21
27.0,2.1769,2.1191e-21
28.0,2.1769,2.2744e-21
29.0,2.1769,2.4282e-21
30.0,2.1769,2.5805e-21
31.0,2.1769,2.7314e-21
32.0,2.1769,2.8815e-21
33.0,2.1769,3.0315e-21
34.0,2.1769,3.1822e-21
35.0,2.1769,3.3344e-21
36.0,2.1769,3.4887e-21
37.0,2.1769,3.6457e-21
38.0,2.1769,3.8056e-21
39.0,2.1769,3.9683e-21
40.0,2.1769,4.1334e-21
41.0,2.1769,4.3002e-21
42.0,2.1769,4.4679e-21
43.0,2.1769,4.6351e-21
44.0,2.1769,4.8006e-21
45.0,2.1769,4.9628e-21
46.0,2.1769,5.1203e-21
47.0,2.1769,5.2715e-21
48.0,2.1769,5.4153e-21
49.0,2.1769,5.5504e-21
50.0,2.1769,5.676e-21
51.0,2.1769,5.7917e-21
52.0,2.1769,5.897e-21
53.0,2.1769,5.9919e-21
54.0,2.1769,6.0769e-21
55.0,2.1769,6.1523e-21
56.0,2.1769,6.2188e-21
57.0,2.1769,6.2771e-21
58.0,2.1769,6.3281e-21
59.0,2.1769,6.3725e-21
60.0,2.1769,6.411e-21
61.0,2.1769,6.4443e-21
62.0,2.1769,6.4728e-21
63.0,2.1769,6.4969e-21
64.0,2.1769,6.5168e-21
65.0,2.1769,6.5323e-21
66.0,2.1769,6.5434e-21
67.0,2.1769,6.5498e-21
68.0,2.1769,6.5512e-21
69.0,2.1769,6.5469e-21
70.0,2.1769,6.5367e-21
71.0,2.1769,6.52e-21
72.0,2.1769,6.4963e-21
73.0,2.1769,6.4652e-21
74.0,2.1769,6.4265e-21
75.0,2.1769,6.3799e-21
76.0,2.1769,6.3252e-21
77.0,2.1769,6.2626e-21
78.0,2.1769,6.192e-21
79.0,2.1769,6.1139e-21
80.0,2.1769,6.0284e-21
81.0,2.1769,5.9361e-21
82.0,2.1769,5.8374e-21
83.0,2.1769,5.733e-21
84.0,2.1769,5.6234e-21
85.0,2.1769,5.5093e-21
86.0,2.1769,5.3913e-21
87.0,2.1769,5.2701e-21
88.0,2.1769,5.1462e-21
89.0,2.1769,5.0202e-21
90.0,2.1769,4.8926e-21
91.0,2.1769,4.7639e-21
92.0,2.1769,4.6344e-21
93.0,2.1769,4.5045e-21
94.0,2.1769,4.3745e-21
95.0,2.1769,4.2445e-21
96.0,2.1769,4.1147e-21
97.0,2.1769,3.9853e-21
98.0,2.1769,3.8562e-21
99.0,2.1769,3.7276e-21
100.0,2.1769,3.5994e-21
101.0,2.1769,3.4717e-21
102.0,2.1769,3.3445e-21
103.0,2.1769,3.2178e-21
104.0,2.1769,3.0916e-21
105.0,2.1769,2.9661e-21
106.0,2.1769,2.8414e-21
107.0,2.1769,2.7175e-21
108.0,2.1769,2.5948e-21
109.0,2.1769,2.4733e-21
110.0,2.1769,2.3533e-21
111.0,2.1769,2.2351e-21
112.0,2.1769,2.119e-21
113.0,2.1769,2.0053e-21
114.0,2.1769,1.8942e-21
115.0,2.1769,1.786e-21
116.0,2.1769,1.681e-21
117.0,2.1769,1.5795e-21
118.0,2.1769,1.4816e-21
119.0,2.1769,1.3876e-21
120.0,2.1769,1.2976e-21
121.0,2.1769,1.2117e-21
122.0,2.1769,1.1301e-21
123.0,2.1769,1.0527e-21
124.0,2.1769,9.7965e-22
125.0,2.1769,9.1094e-22
126.0,2.1769,8.4656e-22
127.0,2.1769,7.8646e-22
128.0,2.1769,7.3061e-22
129.0,2.1769,6.7897e-22
130.0,2.1769,6.3146e-22
131.0,2.1769,5.8803e-22
132.0,2.1769,5.486e-22
133.0,2.1769,5.131e-22
134.0,2.1769,4.8144e-22
135.0,2.1769,4.5355e-22
136.0,2.1769,4.2933e-22
137.0,2.1769,4.0869e-22
138.0,2.1769,3.9151e-22
139.0,2.1769,3.7768e-22
140.0,2.1769,3.6708e-22
141.0,2.1769,3.5956e-22
142.0,2.1769,3.5499e-22
143.0,2.1769,3.5322e-22
144.0,2.1769,3.541e-22
145.0,2.1769,3.5745e-22
146.0,2.1769,3.6313e-22
147.0,2.1769,3.7097e-22
148.0,2.1769,3.808e-22
149.0,2.1769,3.9249e-22
150.0,2.1769,4.0586e-22
151.0,2.1769,4.2078e-22
152.0,2.1769,4.3709e-22
153.0,2.1769,4.5467e-22
154.0,2.1769,4.7336e-22
155.0,2.1769,4.9303e-22
156.0,2.1769,5.1354e-22
157.0,2.1769,5.3474e-22
158.0,2.1769,5.5649e-22
159.0,2.1769,5.7863e-22
160.0,2.1769,6.0101e-22
161.0,2.1769,6.2345e-22
162.0,2.1769,6.4579e-22
163.0,2.1769,6.6785e-22
164.0,2.1769,6.8947e-22
165.0,2.1769,7.1048e-22
166.0,2.1769,7.3072e-22
167.0,2.1769,7.5002e-22
168.0,2.1769,7.6827e-22
169.0,2.1769,7.8534e-22
170.0,2.1769,8.0112e-22
171.0,2.1769,8.1553e-22
172.0,2.1769,8.2851e-22
173.0,2.1769,8.4e-22
174.0,2.1769,8.4998e-22
175.0,2.1769,8.5843e-22
176.0,2.1769,8.6533e-22
177.0,2.1769,8.707e-22
178.0,2.1769,8.7452e-22
179.0,2.1769,8.7682e-22
180.0,2.1769,8.7758e-22
0.0,2.3129,1.2793e-21
1.0,2.3129,1.2729e-21
2.0,2.3129,1.2538e-21
3.0,2.3129,1.2231e-21
4.0,2.3129,1.182e-21
5.0,2.3129,1.1327e-21
6.0,2.3129,1.0776e-21
7.0,2.3129,1.0195e-21
8.0,2.3129,9.6175e-22
9.0,2.3129,9.0765e-22
10.0,2.3129,8.6071e-22
11.0,2.3129,8.243e-22
12.0,2.3129,8.015e-22
13.0,2.3129,7.9496e-22
14.0,2.3129,8.0675e-22
15.0,2.3129,8.3822e-22
16.0,2.3129,8.8995e-22
17.0,2.3129,9.6172e-22
18.0,2.3129,1.0526e-21
19.0,2.3129,1.1608e-21
20.0,2.3129,1.2844e-21
21.0,2.3129,1.4207e-21
22.0,2.3129,1.5671e-21
23.0,2.3129,1.7208e-21
24.0,2.3129,1.8796e-21
25.0,2.3129,2.0412e-21
26.0,2.3129,2.2039e-21
27.0,2.3129,2.3667e-21
28.0,2.3129,2.5287e-21
29.0,2.3129,2.6899e-21
30.0,2.3129,2.8504e-21
31.0,2.3129,3.0107e-21
32.0,2.3129,3.1716e-21
33.0,2.3129,3.3338e-21
34.0,2.3129,3.4981e-21
35.0,2.3129,3.6653e-21
36.0,2.3129,3.8357e-21
37.0,2.3129,4.0094e-21
38.0,2.3129,4.1864e-21
39.0,2.3129,4.3662e-21
40.0,2.3129,4.5478e-21
41.0,2.3129,4.7302e-21
42.0,2.3129,4.912e-21
43.0,2.3129,5.0916e-21
44.0,2.3129,5.2674e-21
45.0,2.3129,5.4378e-21
46.0,2.3129,5.6012e-21
47.0,2.3129,5.7563e-21
48.0,2.3129,5.9021e-21
49.0,2.3129,6.0377e-21
50.0,2.3129,6.1627e-21
51.0,2.3129,6.2769e-21
52.0,2.3129,6.3805e-21
53.0,2.3129,6.4739e-21
54.0,2.3129,6.5578e-21
55.0,2.3129,6.6328e-21
56.0,2.3129,6.6998e-21
57.0,2.3129,6.7595e-21
58.0,2.3129,6.8129e-21
59.0,2.3129,6.8604e-21
60.0,2.3129,6.9026e-21
61.0,2.3129,6.9397e-21
62.0,2.3129,6.972e-21
63.0,2.3129,6.9994e-21
64.0,2.3129,7.0216e-21
65.0,2.3129,7.0383e-21
66.0,2.3129,7.0492e-21
67.0,2.3129,7.0536e-21
68.0,2.3129,7.051e-21
69.0,2.3129,7.041e-21
70.0,2.3129,7.0231e-21
71.0,2.3129,6.9968e-21
72.0,2.3129,6.962e-21
73.0,2.3129,6.9184e-21
74.0,2.3129,6.866e-21
75.0,2.3129,6.8049e-21
76.0,2.3129,6.7353e-21
77.0,2.3129,6.6576e-21
78.0,2.3129,6.5722e-21
79.0,2.3129,6.4795e-21
80.0,2.3129,6.3801e-21
81.0,2.3129,6.2746e-21
82.0,2.3129,6.1636e-21
83.0,2.3129,6.0478e-21
84.0,2.3129,5.9276e-21
85.0,2.3129,5.8037e-21
86.0,2.3129,5.6767e-21
87.0,2.3129,5.5469e-21
88.0,2.3129,5.4149e-21
89.0,2.3129,5.2811e-21
90.0,2.3129,5.1457e-21
91.0,2.3129,5.0092e-21
92.0,2.3129,4.8717e-21
93.0,2.3129,4.7335e-21
94.0,2.3129,4.5947e-21
95.0,2.3129,4.4554e-21
96.0,2.3129,4.3159e-21
97.0,2.3129,4.1762e-21
98.0,2.3129,4.0363e-21
99.0,2.3129,3.8965e-21
100.0,2.3129,3.7566e-21
101.0,2.3129,3.6169e-21
102.0,2.3129,3.4774e-21
103.0,2.3129,3.3382e-21
104.0,2.3129,3.1996e-21
105.0,2.3129,3.0617e-21
106.0,2.3129,2.9246e-21
107.0,2.3129,2.7887e-21
108.0,2.3129,2.6543e-21
109.0,2.3129,2.5215e-21
110.0,2.3129,2.3908e-21
111.0,2.3129,2.2626e-21
112.0,2.3129,2.1371e-21
113.0,2.3129,2.0146e-21
114.0,2.3129,1.8957e-21
115.0,2.3129,1.7804e-21
116.0,2.3129,1.6693e-21
117.0,2.3129,1.5624e-21
118.0,2.3129,1.4601e-21
119.0,2.3129,1.3625e-21
120.0,2.3129,1.2698e-21
121.0,2.3129,1.182e-21
122.0,2.3129,1.0992e-21
123.0,2.3129,1.0213e-21
124.0,2.3129,9.485e-22
125.0,2.3129,8.8058e-22
126.0,2.3129,8.1753e-22
127.0,2.3129,7.5924e-22
128.0,2.3129,7.0564e-22
129.0,2.3129,6.5661e-22
130.0,2.3129,6.1206e-22
131.0,2.3129,5.7189e-22
132.0,2.3129,5.3602e-22
133.0,2.3129,5.0434e-22
134.0,2.3129,4.7679e-22
135.0,2.3129,4.5328e-22
136.0,2.3129,4.3371e-22
137.0,2.3129,4.1802e-22
138.0,2.3129,4.0609e-22
139.0,2.3129,3.9783e-22
140.0,2.3129,3.9313e-22
141.0,2.3129,3.9185e-22
142.0,2.3129,3.9386e-22
143.0,2.3129,3.99e-22
144.0,2.3129,4.0711e-22
145.0,2.3129,4.1801e-22
146.0,2.3129,4.3152e-22
147.0,2.3129,4.4745e-22
148.0,2.3129,4.6562e-22
149.0,2.3129,4.8582e-22
150.0,2.3129,5.0788e-22
151.0,2.3129,5.3159e-22
152.0,2.3129,5.5679e-22
153.0,2.3129,5.8329e-22
154.0,2.3129,6.109e-22
155.0,2.3129,6.3946e-22
156.0,2.3129,6.6879e-22
157.0,2.3129,6.9872e-22
158.0,2.3129,7.2906e-22
159.0,2.3129,7.5965e-22
160.0,2.3129,7.903e-22
161.0,2.3129,8.2082e-22
162.0,2.3129,8.5105e-22
163.0,2.3129,8.8078e-22
164.0,2.3129,9.0985e-22
165.0,2.3129,9.3806e-22
166.0,2.3129,9.6525e-22
167.0,2.3129,9.9126e-22
168.0,2.3129,1.0159e-21
169.0,2.3129,1.0391e-21
170.0,2.3129,1.0606e-21
171.0,2.3129,1.0804e-21
172.0,2.3129,1.0984e-21
173.0,2.3129,1.1144e-21
174.0,2.3129,1.1284e-21
175.0,2.3129,1.1404e-21
176.0,2.3129,1.1502e-21
177.0,2.3129,1.1579e-21
178.0,2.3129,1.1634e-21
179.0,2.3129,1.1667e-21
180.0,2.3129,1.1679e-21
0.0,2.449,1.4867e-21
1.0,2.449,1.4793e-21
2.0,2.449,1.4576e-21
3.0,2.449,1.4227e-21
4.0,2.449,1.3762e-21
5.0,2.449,1.3204e-21
6.0,2.449,1.2583e-21
7.0,2.449,1.1933e-21
8.0,2.449,1.129e-21
9.0,2.449,1.0694e-21
10.0,2.449,1.0182e-21
11.0,2.449,9.7923e-22
